strateji,tohum,gun,masa,asci,salon,plan,servis,kizgin,kisi,ciro,memnuniyet,itibar,kasa
genislemeyen,20300505,34,4,1,2,14,11,3,20,128660,8632,6483,1073833
genislemeyen,20300505,35,4,1,2,8,7,1,21,132400,7154,6545,705619
genislemeyen,20300505,36,4,1,2,9,7,2,12,65500,7372,6129,750096
genislemeyen,20300505,37,4,1,2,7,7,0,18,106600,6050,6032,822592
genislemeyen,20300505,38,4,1,2,9,8,1,17,87150,7510,6171,881541
genislemeyen,20300505,39,4,1,2,10,8,2,15,98690,8593,6441,948955
genislemeyen,20300505,40,4,1,2,7,6,1,16,79220,7148,6540,1002706
genislemeyen,20300505,41,4,1,2,10,6,4,14,114535,6323,5824,1081604
genislemeyen,20300505,42,4,1,2,9,8,1,21,107200,5446,4811,690804
genislemeyen,20300505,43,4,1,2,8,7,1,14,68410,7272,4903,737014
genislemeyen,20300505,44,4,1,2,6,6,0,16,91655,6780,5023,799980
genislemeyen,20300505,45,4,1,2,10,7,3,12,92570,8914,5118,863511
genislemeyen,20300505,46,4,1,2,8,8,0,16,101850,9869,5446,932998
genislemeyen,20300505,47,4,1,2,8,8,0,17,133290,5632,5347,1023951
genislemeyen,20300505,48,4,1,2,9,7,2,15,98700,8120,5153,1090977
genislemeyen,20300505,49,4,1,2,11,9,2,15,102300,6626,4743,690366
genislemeyen,20300505,50,4,1,2,9,9,0,16,113850,6559,4541,767533
genislemeyen,20300505,51,4,1,2,12,11,1,12,79650,8158,4563,821660
genislemeyen,20300505,52,4,1,2,9,8,1,14,89100,7333,4668,882327
genislemeyen,20300505,53,4,1,2,8,8,0,15,126210,5422,4224,968909
genislemeyen,20300505,54,4,1,2,9,9,0,15,122160,6277,4225,1052496
genislemeyen,20300505,55,4,1,2,8,7,1,16,117450,7044,4320,1133254
genislemeyen,20300505,56,4,1,2,12,10,2,16,83185,7771,4535,714011
genislemeyen,20300505,57,4,1,2,8,5,3,11,104600,9560,4693,785147
genislemeyen,20300505,58,4,1,2,8,7,1,15,108370,8977,4978,860387
genislemeyen,20300505,59,4,1,2,7,7,0,16,87700,6871,5046,919571
genislemeyen,20300505,60,4,1,2,6,3,3,7,62080,9888,4652,961947
genislemeyen,20308424,1,4,1,0,7,7,0,13,75900,9333,3462,851558
genislemeyen,20308424,2,4,1,0,8,7,1,13,73900,9152,3701,901920
genislemeyen,20308424,3,4,1,0,6,6,0,14,74630,9501,4319,952380
genislemeyen,20308424,4,4,1,0,11,10,1,14,59750,8409,4481,992719
genislemeyen,20308424,5,4,1,0,9,9,0,15,97100,6080,4342,1059358
genislemeyen,20308424,6,4,1,0,5,4,1,18,76700,7586,4584,1110946
genislemeyen,20308424,7,4,1,1,11,9,2,17,94150,8010,4677,881658
genislemeyen,20308424,8,4,1,1,9,8,1,14,66470,7366,4622,926877
genislemeyen,20308424,9,4,1,2,7,6,1,14,69600,9160,4804,974076
genislemeyen,20308424,10,4,1,2,5,5,0,16,87000,9874,5344,1034198
genislemeyen,20308424,11,4,1,2,7,7,0,17,97750,6261,5387,1100490
genislemeyen,20308424,12,4,1,2,6,6,0,17,87625,7057,5551,1160612
genislemeyen,20308424,13,4,1,2,8,7,1,19,106220,6241,5422,1233089
genislemeyen,20308424,14,4,1,2,11,9,2,16,79950,8307,5086,845514
genislemeyen,20308424,15,4,1,2,8,8,0,16,85600,8562,5346,903329
genislemeyen,20308424,16,4,1,2,9,9,0,17,89100,9056,5581,963328
genislemeyen,20308424,17,4,1,2,7,5,2,14,110420,8864,5724,1039410
genislemeyen,20308424,18,4,1,2,10,9,1,16,104500,5978,5814,1110316
genislemeyen,20308424,19,4,1,2,9,7,2,13,71850,7198,5877,1159218
genislemeyen,20308424,20,4,1,2,11,9,2,18,92900,7684,5945,1221763
genislemeyen,20308424,21,4,1,2,13,10,3,17,104565,7100,5952,846525
genislemeyen,20308424,22,4,1,2,11,9,2,15,74050,5820,5508,896491
genislemeyen,20308424,23,4,1,2,11,9,2,14,96050,6771,5609,961345
genislemeyen,20308424,24,4,1,2,8,8,0,17,89300,8166,5759,1021387
genislemeyen,20308424,25,4,1,2,9,7,2,13,77550,8852,5854,1073956
genislemeyen,20308424,26,4,1,2,8,5,3,12,78250,9414,6038,1126826
genislemeyen,20308424,27,4,1,2,10,6,4,16,101015,9295,6259,1195471
genislemeyen,20308424,28,4,1,2,9,6,3,14,91450,5365,5221,805377
genislemeyen,20308424,29,4,1,2,7,7,0,16,79820,7241,5313,859836
genislemeyen,20308424,30,4,1,2,7,6,1,15,98085,7598,5551,926689
genislemeyen,20308424,31,4,1,2,8,7,1,15,72050,5591,5302,975403
genislemeyen,20308424,32,4,1,2,7,7,0,16,95500,8790,5521,1040010
genislemeyen,20308424,33,4,1,2,8,7,1,16,110940,7819,5647,1116073
genislemeyen,20308424,34,4,1,2,10,9,1,16,97600,6819,5236,1182066
genislemeyen,20308424,35,4,1,2,5,5,0,20,113500,8063,5557,801354
genislemeyen,20308424,36,4,1,2,10,8,2,14,89110,6018,5024,862097
genislemeyen,20308424,37,4,1,2,6,5,1,14,95635,9764,5423,926831
genislemeyen,20308424,38,4,1,2,10,9,1,14,105250,9298,5472,1000653
genislemeyen,20308424,39,4,1,2,8,8,0,17,92340,5692,5397,1063419
genislemeyen,20308424,40,4,1,2,8,7,1,16,90220,4363,5045,1124755
genislemeyen,20308424,41,4,1,2,10,9,1,18,108800,7531,5133,1198654
genislemeyen,20308424,42,4,1,2,12,10,2,14,73830,7948,4898,785258
genislemeyen,20308424,43,4,1,2,8,6,2,13,106000,8355,5055,857312
genislemeyen,20308424,44,4,1,2,9,8,1,15,85900,8960,5257,915481
genislemeyen,20308424,45,4,1,2,9,9,0,16,108900,8255,5440,989534
genislemeyen,20308424,46,4,1,2,6,6,0,17,119650,9528,5761,1070776
genislemeyen,20308424,47,4,1,2,5,3,2,13,88800,6251,5456,1131497
genislemeyen,20308424,48,4,1,2,12,11,1,18,123395,5578,4883,1216874
genislemeyen,20308424,49,4,1,2,6,4,2,14,82500,7343,4684,803069
genislemeyen,20308424,50,4,1,2,9,9,0,15,80265,8190,4913,857602
genislemeyen,20308424,51,4,1,2,6,5,1,15,77250,8749,5159,910058
genislemeyen,20308424,52,4,1,2,6,6,0,16,97800,9248,5560,976392
genislemeyen,20308424,53,4,1,2,5,5,0,17,75550,6972,5696,1027378
genislemeyen,20308424,54,4,1,2,7,7,0,17,92700,8358,5906,1089927
genislemeyen,20308424,55,4,1,2,10,6,4,12,95365,8253,5119,1155588
genislemeyen,20308424,56,4,1,2,8,8,0,20,108810,6251,5144,753588
genislemeyen,20308424,57,4,1,2,8,7,1,15,80100,3759,4604,808109
genislemeyen,20308424,58,4,1,2,7,6,1,14,71900,9159,4889,857224
genislemeyen,20308424,59,4,1,2,8,5,3,11,84150,6254,4563,914401
genislemeyen,20308424,60,4,1,2,6,5,1,13,67200,4473,4260,959919
genislemeyen,20316343,1,4,1,0,8,6,2,10,43850,8371,3089,829703
genislemeyen,20316343,2,4,1,1,7,5,2,11,59400,9632,3349,869974
genislemeyen,20316343,3,4,1,1,6,5,1,10,43730,9366,3404,899875
genislemeyen,20316343,4,4,1,1,6,6,0,13,74320,8367,3667,950321
genislemeyen,20316343,5,4,1,1,8,8,0,14,67615,9549,3956,996439
genislemeyen,20316343,6,4,1,1,9,7,2,14,72930,6759,3803,1046082
genislemeyen,20316343,7,4,1,1,8,8,0,18,108640,9868,4446,756738
genislemeyen,20316343,8,4,1,1,8,7,1,14,74700,7043,4523,807343
genislemeyen,20316343,9,4,1,1,7,7,0,15,66000,9447,4842,852519
genislemeyen,20316343,10,4,1,1,6,6,0,16,71150,8890,5268,900666
genislemeyen,20316343,11,4,1,1,8,8,0,16,87000,7844,5429,959492
genislemeyen,20316343,12,4,1,1,12,11,1,15,69600,7788,5624,1006757
genislemeyen,20316343,13,4,1,2,13,9,4,16,83750,6257,5206,1063410
genislemeyen,20316343,14,4,1,2,15,14,1,19,98030,8242,5335,688486
genislemeyen,20316343,15,4,1,2,7,6,1,16,99955,9863,5690,756257
genislemeyen,20316343,16,4,1,2,7,5,2,14,119050,8473,5848,837013
genislemeyen,20316343,17,4,1,2,12,10,2,15,98850,7143,5880,903814
genislemeyen,20316343,18,4,1,2,9,4,5,9,63240,7697,5527,947596
genislemeyen,20316343,19,4,1,2,9,6,3,14,81450,6942,5341,1002899
genislemeyen,20316343,20,4,1,2,7,6,1,17,100370,5214,4829,1071586
genislemeyen,20316343,21,4,1,2,12,11,1,19,107350,8467,5023,696719
genislemeyen,20316343,22,4,1,2,9,8,1,15,78075,8384,5172,750351
genislemeyen,20316343,23,4,1,2,7,7,0,16,78450,7888,5305,803264
genislemeyen,20316343,24,4,1,2,8,8,0,16,84250,9075,5629,860029
genislemeyen,20316343,25,4,1,2,10,9,1,16,79270,5593,5477,913806
genislemeyen,20316343,26,4,1,2,8,8,0,17,137760,5536,5300,1008498
genislemeyen,20316343,27,4,1,2,11,11,0,21,137800,6499,5402,1101948
genislemeyen,20316343,28,4,1,2,10,8,2,17,95950,7707,5579,714290
genislemeyen,20316343,29,4,1,2,7,6,1,15,122000,6097,5322,796818
genislemeyen,20316343,30,4,1,2,7,6,1,15,89200,7224,5349,856861
genislemeyen,20316343,31,4,1,2,7,7,0,17,62900,9847,5698,899199
genislemeyen,20316343,32,4,1,2,11,10,1,14,78300,8518,5713,952422
genislemeyen,20316343,33,4,1,2,10,10,0,17,106385,9154,6166,1026102
genislemeyen,20316343,34,4,1,2,14,10,4,16,103250,5187,5208,1096291
genislemeyen,20316343,35,4,1,2,11,8,3,13,96950,7191,4916,704154
genislemeyen,20316343,36,4,1,2,7,7,0,16,83190,9172,5223,761335
genislemeyen,20316343,37,4,1,2,10,9,1,15,82200,7521,5338,816853
genislemeyen,20316343,38,4,1,2,8,7,1,15,84550,8034,5127,874033
genislemeyen,20316343,39,4,1,2,7,5,2,13,89900,9870,5359,935026
genislemeyen,20316343,40,4,1,2,11,10,1,16,80515,8168,5476,989886
genislemeyen,20316343,41,4,1,2,9,9,0,21,135670,5981,5477,1082694
genislemeyen,20316343,42,4,1,2,12,10,2,15,86550,8313,5292,677028
genislemeyen,20316343,43,4,1,2,7,7,0,16,72990,8636,5577,727082
genislemeyen,20316343,44,4,1,2,10,10,0,17,110415,8065,5692,802794
genislemeyen,20316343,45,4,1,2,10,8,2,12,86150,9338,5618,861254
genislemeyen,20316343,46,4,1,2,8,7,1,16,90500,8589,5805,923180
genislemeyen,20316343,47,4,1,2,7,5,2,13,84800,8617,5860,980827
genislemeyen,20316343,48,4,1,2,10,7,3,18,116470,8121,5957,1059807
genislemeyen,20316343,49,4,1,2,10,8,2,20,107750,5454,5535,662693
genislemeyen,20316343,50,4,1,2,7,7,0,17,101060,8216,5718,731227
genislemeyen,20316343,51,4,1,2,8,6,2,13,63750,7230,5538,774331
genislemeyen,20316343,52,4,1,2,8,7,1,16,77950,8677,5745,827086
genislemeyen,20316343,53,4,1,2,7,6,1,16,107600,8486,5982,902385
genislemeyen,20316343,54,4,1,2,9,5,4,11,58750,8056,5811,942236
genislemeyen,20316343,55,4,1,2,13,9,4,17,96050,7309,5768,1007275
genislemeyen,20316343,56,4,1,2,11,7,4,16,93650,7475,5528,594519
genislemeyen,20316343,57,4,1,2,8,8,0,17,117155,8699,5783,674071
genislemeyen,20316343,58,4,1,2,6,5,1,15,86810,8550,5982,732777
genislemeyen,20316343,59,4,1,2,9,6,3,13,93170,3030,5204,797102
genislemeyen,20316343,60,4,1,2,7,7,0,16,102975,7999,5476,867677
genislemeyen,20324262,1,4,1,0,7,7,0,13,59400,8147,3130,840260
genislemeyen,20324262,2,4,1,0,7,6,1,12,57150,8238,3419,878823
genislemeyen,20324262,3,4,1,1,7,6,1,12,52150,6575,2594,913937
genislemeyen,20324262,4,4,1,1,4,4,0,12,78750,9870,3036,968305
genislemeyen,20324262,5,4,1,1,5,5,0,13,60120,9344,3436,1009497
genislemeyen,20324262,6,4,1,1,9,8,1,16,73550,7962,3684,1059038
genislemeyen,20324262,7,4,1,1,5,5,0,17,76480,8708,4213,747225
genislemeyen,20324262,8,4,1,1,8,7,1,13,54440,5899,4083,784201
genislemeyen,20324262,9,4,1,1,9,9,0,15,72355,6611,4095,833377
genislemeyen,20324262,10,4,1,1,6,6,0,15,66450,9157,4443,878710
genislemeyen,20324262,11,4,1,1,9,9,0,15,68635,8243,4632,925488
genislemeyen,20324262,12,4,1,1,8,7,1,13,59950,8797,4754,966275
genislemeyen,20324262,13,4,1,1,8,8,0,20,97390,7589,4938,1032396
genislemeyen,20324262,14,4,1,1,9,6,3,15,75850,4633,3993,715328
genislemeyen,20324262,15,4,1,1,5,5,0,14,80450,9149,4476,769836
genislemeyen,20324262,16,4,1,1,9,9,0,15,70080,9473,4790,817331
genislemeyen,20324262,17,4,1,1,8,8,0,16,80430,7748,4927,872872
genislemeyen,20324262,18,4,1,1,8,6,2,13,98200,5900,4670,939679
genislemeyen,20324262,19,4,1,2,7,6,1,13,84500,7010,4589,996813
genislemeyen,20324262,20,4,1,2,7,5,2,16,112480,7843,4684,1074325
genislemeyen,20324262,21,4,1,2,12,11,1,18,84610,8041,4882,684740
genislemeyen,20324262,22,4,1,2,10,7,3,11,63600,8153,4682,727941
genislemeyen,20324262,23,4,1,2,8,8,0,15,88420,9492,4974,787917
genislemeyen,20324262,24,4,1,2,8,7,1,15,81950,9226,5248,843445
genislemeyen,20324262,25,4,1,2,8,8,0,16,74720,6063,5218,894232
genislemeyen,20324262,26,4,1,2,8,8,0,16,76400,6726,5254,945645
genislemeyen,20324262,27,4,1,2,11,10,1,19,109690,9354,5501,1020771
genislemeyen,20324262,28,4,1,2,14,14,0,21,102800,8119,5937,637506
genislemeyen,20324262,29,4,1,2,5,5,0,17,93550,5828,5963,700625
genislemeyen,20324262,30,4,1,2,9,8,1,16,84950,6588,5781,758109
genislemeyen,20324262,31,4,1,2,8,7,1,14,96800,8463,5854,824055
genislemeyen,20324262,32,4,1,2,7,5,2,14,111085,3526,5079,900228
genislemeyen,20324262,33,4,1,2,11,10,1,15,92145,8216,5221,963341
genislemeyen,20324262,34,4,1,2,9,9,0,20,86255,8274,5644,1021393
genislemeyen,20324262,35,4,1,2,12,9,3,14,77250,7356,5239,615423
genislemeyen,20324262,36,4,1,2,8,8,0,16,90800,7779,5397,676795
genislemeyen,20324262,37,4,1,2,6,5,1,11,97670,9889,5320,744125
genislemeyen,20324262,38,4,1,2,9,8,1,16,104900,7501,5466,815648
genislemeyen,20324262,39,4,1,2,7,7,0,17,68700,8415,5731,862529
genislemeyen,20324262,40,4,1,2,9,7,2,14,77700,6580,5527,915173
genislemeyen,20324262,41,4,1,2,9,7,2,18,146295,7578,5544,1015747
genislemeyen,20324262,42,4,1,2,11,9,2,19,109940,8573,5787,626734
genislemeyen,20324262,43,4,1,2,11,10,1,15,96200,8849,5923,691655
genislemeyen,20324262,44,4,1,2,8,8,0,17,91300,8791,6193,753702
genislemeyen,20324262,45,4,1,2,10,10,0,18,82370,8949,6471,809336
genislemeyen,20324262,46,4,1,2,10,7,3,14,107550,6536,6326,882784
genislemeyen,20324262,47,4,1,2,8,7,1,15,84130,7219,6337,940721
genislemeyen,20324262,48,4,1,2,11,6,5,14,90000,5192,5485,1001655
genislemeyen,20324262,49,4,1,2,13,11,2,15,88300,7968,4751,591864
genislemeyen,20324262,50,4,1,2,8,7,1,15,98230,9349,5051,659283
genislemeyen,20324262,51,4,1,2,7,7,0,16,87300,9855,5423,718832
genislemeyen,20324262,52,4,1,2,10,9,1,16,88730,8286,5563,778870
genislemeyen,20324262,53,4,1,2,6,5,1,16,86250,5815,5426,837394
genislemeyen,20324262,54,4,1,2,7,6,1,16,84325,8339,5639,895129
genislemeyen,20324262,55,4,1,2,12,11,1,18,106960,7702,5741,967672
genislemeyen,20324262,56,4,1,2,8,7,1,19,120805,6824,5758,574835
genislemeyen,20324262,57,4,1,2,11,7,4,12,79150,4896,4813,629123
genislemeyen,20324262,58,4,1,2,9,9,0,16,104850,8562,5120,699948
genislemeyen,20324262,59,4,1,2,6,6,0,16,88140,5556,4941,760353
genislemeyen,20324262,60,4,1,2,9,9,0,16,84000,7214,5034,817367
genislemeyen,20332181,1,4,1,0,6,6,0,13,72450,8991,3377,848982
genislemeyen,20332181,2,4,1,0,5,5,0,13,65220,4212,2720,893541
genislemeyen,20332181,3,4,1,0,6,6,0,12,75950,9206,3007,945062
genislemeyen,20332181,4,4,1,0,8,7,1,12,62950,6875,2987,987788
genislemeyen,20332181,5,4,1,0,2,2,0,13,89600,4574,2550,1048572
genislemeyen,20332181,6,4,1,0,9,8,1,14,81455,8351,2853,1104100
genislemeyen,20332181,7,4,1,0,8,8,0,16,86080,6334,2949,869907
genislemeyen,20332181,8,4,1,0,6,6,0,13,73540,9061,3253,920163
genislemeyen,20332181,9,4,1,0,7,5,2,11,58650,9291,3534,960080
genislemeyen,20332181,10,4,1,1,7,6,1,13,51080,7863,3725,995265
genislemeyen,20332181,11,4,1,1,7,7,0,14,69100,8556,4005,1041897
genislemeyen,20332181,12,4,1,1,5,4,1,12,78775,9041,4232,1096490
genislemeyen,20332181,13,4,1,1,7,7,0,18,113050,4984,3710,1173748
genislemeyen,20332181,14,4,1,1,7,7,0,17,84350,8797,4367,862191
genislemeyen,20332181,15,4,1,1,9,8,1,14,58050,9170,4583,901425
genislemeyen,20332181,16,4,1,2,8,6,2,10,55715,9879,4692,939395
genislemeyen,20332181,17,4,1,2,9,8,1,15,86240,8868,4857,998046
genislemeyen,20332181,18,4,1,2,8,7,1,14,85350,8131,4984,1055704
genislemeyen,20332181,19,4,1,2,7,6,1,14,99470,9542,5201,1124524
genislemeyen,20332181,20,4,1,2,11,9,2,18,120490,7456,5350,1206315
genislemeyen,20332181,21,4,1,2,11,10,1,20,115675,5919,5364,838470
genislemeyen,20332181,22,4,1,2,10,7,3,13,85105,8113,5370,896887
genislemeyen,20332181,23,4,1,2,8,8,0,17,79300,8203,5565,950978
genislemeyen,20332181,24,4,1,2,9,9,0,17,77050,6386,5518,1003001
genislemeyen,20332181,25,4,1,2,9,7,2,13,82770,5909,5293,1059544
genislemeyen,20332181,26,4,1,2,8,8,0,16,98600,8695,5479,1126753
genislemeyen,20332181,27,4,1,2,7,4,3,13,116500,8369,5266,1206038
genislemeyen,20332181,28,4,1,2,14,7,7,11,67770,6611,4474,800305
genislemeyen,20332181,29,4,1,2,9,9,0,15,87075,7366,4575,859275
genislemeyen,20332181,30,4,1,2,8,8,0,15,72755,9168,4846,908774
genislemeyen,20332181,31,4,1,2,9,8,1,14,92950,8439,4968,971831
genislemeyen,20332181,32,4,1,2,10,8,2,13,94570,7135,5154,1036947
genislemeyen,20332181,33,4,1,2,7,4,3,11,100990,8131,5217,1106822
genislemeyen,20332181,34,4,1,2,11,8,3,15,85890,7240,5154,1165571
genislemeyen,20332181,35,4,1,2,12,10,2,17,100920,8033,5272,776457
genislemeyen,20332181,36,4,1,2,8,8,0,16,88365,9457,5594,836949
genislemeyen,20332181,37,4,1,2,9,5,4,11,62050,4980,4766,879053
genislemeyen,20332181,38,4,1,2,8,8,0,16,91600,7006,4868,941255
genislemeyen,20332181,39,4,1,2,10,9,1,14,88150,8459,5028,1002186
genislemeyen,20332181,40,4,1,2,9,7,2,14,99845,9421,5226,1070096
genislemeyen,20332181,41,4,1,2,9,9,0,20,125200,6407,5247,1155134
genislemeyen,20332181,42,4,1,2,10,8,2,17,112800,5626,4951,767698
genislemeyen,20332181,43,4,1,2,8,7,1,13,83850,8350,5038,824407
genislemeyen,20332181,44,4,1,2,9,7,2,14,97270,8470,5181,891686
genislemeyen,20332181,45,4,1,2,6,5,1,15,102300,5277,4939,961658
genislemeyen,20332181,46,4,1,2,8,7,1,15,94475,9154,5246,1026204
genislemeyen,20332181,47,4,1,2,10,10,0,16,96660,5684,5174,1092149
genislemeyen,20332181,48,4,1,2,8,7,1,19,119345,4158,4262,1172909
genislemeyen,20332181,49,4,1,2,9,9,0,19,109150,6357,4321,776965
genislemeyen,20332181,50,4,1,2,7,7,0,15,83400,6582,4436,833285
genislemeyen,20332181,51,4,1,2,6,6,0,15,90125,8889,4749,894944
genislemeyen,20332181,52,4,1,2,9,7,2,11,79750,9007,4857,949273
genislemeyen,20332181,53,4,1,2,11,11,0,16,88850,6812,5021,1009438
genislemeyen,20332181,54,4,1,2,10,10,0,16,82450,8387,5211,1065084
genislemeyen,20332181,55,4,1,2,13,13,0,20,113730,7619,5333,1142545
genislemeyen,20332181,56,4,1,2,6,6,0,21,101765,8006,5661,735805
genislemeyen,20332181,57,4,1,2,8,7,1,15,76400,6563,5610,787278
genislemeyen,20332181,58,4,1,2,10,10,0,17,100100,8220,5796,855435
genislemeyen,20332181,59,4,1,2,8,8,0,17,79850,8341,6065,909258
genislemeyen,20332181,60,4,1,2,8,8,0,18,99220,7787,6301,977054
yuksek_fiyat,20260910,1,4,1,0,6,5,1,11,70655,5987,2843,853132
yuksek_fiyat,20260910,2,4,1,0,8,8,0,13,84760,5927,2875,916924
yuksek_fiyat,20260910,3,4,1,0,6,4,2,11,93665,6947,2913,987571
yuksek_fiyat,20260910,4,4,1,1,8,7,1,12,62595,5188,2832,1034534
yuksek_fiyat,20260910,5,4,1,1,7,6,1,12,61035,6004,2776,1080368
yuksek_fiyat,20260910,6,4,1,2,10,9,1,15,118040,5504,2730,1169308
yuksek_fiyat,20260910,7,4,1,2,6,6,0,15,142285,5765,2685,840359
yuksek_fiyat,20260910,8,4,1,2,7,6,1,11,50180,5028,2630,877891
yuksek_fiyat,20260910,9,4,1,2,6,6,0,12,76245,6347,2651,934914
yuksek_fiyat,20260910,10,4,1,2,5,5,0,12,71890,6267,2732,988666
yuksek_fiyat,20260910,11,4,1,2,6,6,0,12,103285,5903,2670,1066492
yuksek_fiyat,20260910,12,4,1,2,8,8,0,12,89700,6462,2701,1133900
yuksek_fiyat,20260910,13,4,1,2,9,8,1,14,103935,5104,2510,1212187
yuksek_fiyat,20260910,14,4,1,2,9,7,2,12,81900,5791,2263,832206
yuksek_fiyat,20260910,15,4,1,2,5,5,0,12,88985,6817,2397,899282
yuksek_fiyat,20260910,16,4,1,2,6,6,0,12,70330,5394,2335,952332
yuksek_fiyat,20260910,17,4,1,2,6,6,0,12,91065,7013,2422,1020625
yuksek_fiyat,20260910,18,4,1,2,6,5,1,11,102960,5857,2365,1098111
yuksek_fiyat,20260910,19,4,1,2,5,5,0,12,89765,5655,2271,1165688
yuksek_fiyat,20260910,20,4,1,2,7,5,2,13,109655,5675,2181,1248367
yuksek_fiyat,20260910,21,4,1,2,8,8,0,14,102570,6249,2208,878440
yuksek_fiyat,20260910,22,4,1,2,6,6,0,12,91715,4840,1892,947195
yuksek_fiyat,20260910,23,4,1,2,3,3,0,11,117715,7781,2185,1036178
yuksek_fiyat,20260910,24,4,1,2,8,8,0,11,72800,6185,2196,1090816
yuksek_fiyat,20260910,25,4,1,2,5,4,1,11,92105,6141,2200,1160432
yuksek_fiyat,20260910,26,4,1,2,4,3,1,10,66170,6261,1238,1210114
yuksek_fiyat,20260910,27,4,1,2,6,6,0,12,101660,6941,1342,1286530
yuksek_fiyat,20260910,28,4,1,2,7,7,0,13,85280,5643,1249,898087
yuksek_fiyat,20260910,29,4,1,2,4,3,1,9,72540,5375,1137,952846
yuksek_fiyat,20260910,30,4,1,2,5,5,0,10,61100,6123,1133,998830
yuksek_fiyat,20260910,31,4,1,2,6,5,1,9,77415,5084,991,1057434
yuksek_fiyat,20260910,32,4,1,2,9,9,0,10,89115,4228,828,1124353
yuksek_fiyat,20260910,33,4,1,2,6,6,0,9,52065,5654,781,1163257
yuksek_fiyat,20260910,34,4,1,2,8,6,2,10,65130,4474,468,1211871
yuksek_fiyat,20260910,35,4,1,2,5,5,0,11,98345,3549,230,827781
yuksek_fiyat,20260910,36,4,1,2,3,3,0,8,50505,6874,277,865567
yuksek_fiyat,20260910,37,4,1,2,3,3,0,8,58240,5731,253,909369
yuksek_fiyat,20260910,38,4,1,2,4,3,1,6,38025,7169,143,938008
yuksek_fiyat,20260910,39,4,1,2,4,3,1,6,55640,6258,0,979951
yuksek_fiyat,20260910,40,4,1,2,6,6,0,8,97890,4844,0,1053911
yuksek_fiyat,20260910,41,4,1,2,6,6,0,10,98033,6735,21,1128367
yuksek_fiyat,20260910,42,4,1,2,6,6,0,10,68575,2754,0,715844
yuksek_fiyat,20260910,43,4,1,2,4,4,0,8,43160,7342,109,748127
yuksek_fiyat,20260910,44,4,1,2,5,4,1,7,66300,5754,46,798170
yuksek_fiyat,20260910,45,4,1,2,4,4,0,8,72605,6024,31,852346
yuksek_fiyat,20260910,46,4,1,2,4,4,0,8,57460,7262,109,895324
yuksek_fiyat,20260910,47,4,1,2,5,4,1,7,52325,7036,117,934821
yuksek_fiyat,20260910,48,4,1,2,8,8,0,10,88985,6743,202,1002158
yuksek_fiyat,20260910,49,4,1,2,6,5,1,9,64155,7248,275,580370
yuksek_fiyat,20260910,50,4,1,2,4,4,0,8,61035,5352,199,626324
yuksek_fiyat,20260910,51,4,1,2,3,2,1,6,61360,5573,30,672598
yuksek_fiyat,20260910,52,4,1,2,5,5,0,8,56225,7064,113,714607
yuksek_fiyat,20260910,53,4,1,2,5,5,0,8,61100,7443,637,760507
yuksek_fiyat,20260910,54,4,1,2,7,7,0,9,86060,5528,456,824878
yuksek_fiyat,20260910,55,4,1,2,7,7,0,11,88205,4955,391,891331
yuksek_fiyat,20260910,56,4,1,2,6,5,1,9,88270,6500,324,481911
yuksek_fiyat,20260910,57,4,1,2,4,4,0,9,58045,7286,406,525367
yuksek_fiyat,20260910,58,4,1,2,4,4,0,9,81575,6896,502,587213
yuksek_fiyat,20260910,59,4,1,2,5,5,0,9,80405,4000,357,647488
yuksek_fiyat,20260910,60,4,1,2,5,5,0,9,55055,7110,436,688773
yuksek_fiyat,20268829,1,4,1,0,8,7,1,12,84435,5496,2856,863660
yuksek_fiyat,20268829,2,4,1,0,4,4,0,13,100815,6459,2899,939644
yuksek_fiyat,20268829,3,4,1,0,3,3,0,13,86515,5858,2827,1004951
yuksek_fiyat,20268829,4,4,1,0,6,6,0,13,98150,5106,2815,1078697
yuksek_fiyat,20268829,5,4,1,0,6,5,1,11,101790,5627,2621,1155438
yuksek_fiyat,20268829,6,4,1,1,6,5,1,12,79820,3392,1977,1215481
yuksek_fiyat,20268829,7,4,1,1,7,7,0,14,90935,4201,1670,919233
yuksek_fiyat,20268829,8,4,1,1,6,6,0,11,79235,4915,1451,978842
yuksek_fiyat,20268829,9,4,1,1,5,5,0,10,64350,7106,1532,1027263
yuksek_fiyat,20268829,10,4,1,1,6,6,0,10,74360,4888,1427,1083141
yuksek_fiyat,20268829,11,4,1,1,6,6,0,10,78455,5122,1375,1142256
yuksek_fiyat,20268829,12,4,1,1,8,8,0,10,69030,3773,1181,1194308
yuksek_fiyat,20268829,13,4,1,1,6,6,0,12,92950,2855,694,1264140
yuksek_fiyat,20268829,14,4,1,1,7,7,0,11,60190,7060,794,940807
yuksek_fiyat,20268829,15,4,1,1,5,5,0,9,55250,5918,773,982258
yuksek_fiyat,20268829,16,4,1,1,6,6,0,9,79755,5736,742,1042284
yuksek_fiyat,20268829,17,4,1,1,3,3,0,9,54730,7376,847,1083367
yuksek_fiyat,20268829,18,4,1,1,6,5,1,8,56485,2898,423,1125646
yuksek_fiyat,20268829,19,4,1,1,5,5,0,9,61100,6366,496,1171569
yuksek_fiyat,20268829,20,4,1,1,3,3,0,11,83460,6679,606,1234370
yuksek_fiyat,20268829,21,4,1,1,7,7,0,11,89115,5281,476,929276
yuksek_fiyat,20268829,22,4,1,1,5,5,0,9,80145,5590,432,989439
